ResponseID,NPS_Score,Overall_Satisfaction,Chat_Quality_Rating,Memory_Rating,Custom_GPTs_Rating,Voice_Mode_Rating,Image_Gen_Rating,Deep_Research_Rating,Model_Picker_Rating,Mobile_App_Rating,What_Dont_You_Like,What_Would_You_Like_Added,General_Comments,User_Type,Subscription_Tier,Primary_Use_Case,Usage_Frequency
59,9,5,1,5,3,5,3,3,4,3,"chat quality feels kinda spotty sometimes, like responses get repetitive or miss the creative direction i'm going for. image gen is limited on the free tier and deep research feels restricted too, which makes it harder for research-heavy creative projects.",better chat consistency would help a lot. maybe more image gen credits or styles for creative work. voice mode is great but i think custom voice personas could be cool for storytelling.,"memory feature is solid and voice mode is probably my favorite part. voice picker and overall experience keep me coming back daily. i'd recommend it to friends mostly for those strengths, though the paywall on deeper features can feel limiting.",Student,Free,Creative,Daily
60,6,5,4,3,4,3,3,3,3,2,"Mobile app feels like a stripped-down afterthought compared to web. Voice Mode cuts off mid-response and lacks the nuance I need for research synthesis. Free tier caps Advanced access at 3 min daily, which kills deep research workflows when I'm comparing the model outputs against the model on complex queries.","Extend Voice Mode to handle longer, more structured responses without truncation. Give free users async deep research queues so monthly researchers like me can queue jobs instead of sitting through time walls. Better memory persistence across sessions would help track research threads.","Chat quality is solid and Custom GPTs work well when I can access them, but the subscription gatekeeping for research-heavy features feels punitive. NPS 6 because I use it monthly but keep one eye on alternatives that don't throttle Advanced models so aggressively.",Professional,Free,Research,Monthly
61,6,3,4,3,5,4,4,4,4,4,"Memory keeps losing context mid-session, especially frustrating when debugging complex codebases. Custom GPTs are solid, but memory inconsistency undermines the whole workflow.",Better memory persistence across sessions. Team tier should include conversation history search and context recall features that don't degrade after a few exchanges.,Custom GPTs implementation is excellent for our team's coding patterns. Chat quality holds up well for technical questions. Memory gaps and occasional context loss are the main friction points keeping this from being a reliable daily tool.,Professional,Team,Coding,Daily
62,3,1,3,4,2,5,5,5,4,4,"Custom GPTs are basically broken for productivity workflows. Building them is a damn mess, they don't retain context worth a damn across conversations, and half the time they just revert to default the model behavior anyway. Also hitting message caps on Plus is ridiculous when I'm trying to get real work done. Some days I just run out mid-project.",Fix Custom GPTs to actually work reliably. Higher message limits for Plus users or at least let us see exactly when we're about to hit the wall. Better integration with productivity tools would help too.,"Voice Mode and image generation are stellar, Deep Research is solid when it works. But the core product feels uneven. I'm paying twenty bucks a month and constantly frustrated by limitations that shouldn't exist at this tier.",Professional,Plus,Productivity,Daily
63,3,2,4,3,3,5,2,4,5,3,"image generation feels kinda underwhelming for my creative work, like the quality isn't quite there yet. also the free tier limits are pretty restrictive; only 3 min of advanced features daily doesn't really let me explore enough when i do jump in.","i think better image outputs would help a lot, especially for creative projects. maybe more generous free tier access to advanced voice or research tools so i can actually test things before committing.","chat quality is solid when i use it, and voice mode is surprisingly great. sometimes the memory feels spotty though. overall the service kinda works but the limitations hold me back from using it more consistently.",Professional,Free,Creative,Rarely
64,9,5,3,4,4,4,4,3,4,3,"Chat quality feels inconsistent, especially when learning new topics; responses sometimes lack the depth I need. Deep Research is limited on the free tier, which hampers thorough exploration. The mobile app lags behind the web version in features and responsiveness.",Better context retention across longer conversations would help with learning workflows. Unrestricted access to Advanced Voice features would be valuable; the 3-minute daily cap is restrictive for extended study sessions.,"The platform delivers solid value for occasional learners. Custom GPTs and Model Picker work well, though Deep Research and chat consistency need improvement. I'd recommend it to peers despite the free-tier limitations.",Professional,Free,Learning,Monthly
65,8,2,3,5,5,1,5,3,5,1,"Voice mode is basically unusable for me; the transcription gets mangled and it kills my workflow. Mobile app's the same deal, super clunky. Deep research is kinda inconsistent too, sometimes it nails my research questions and other times it's just surface-level summaries when I need actual depth.","Fix voice mode transcription accuracy, seriously. And the mobile app needs an overhaul; I can't reliably do research on my phone which defeats the purpose when I'm out. Better filtering and source prioritization in deep research would help too.","Memory and custom GPTs are honestly carrying the platform for me, they're fantastic. Model picker's great for my research use case since I can pick the right tool for the job. But paying $200/mo when half the core features are borderline broken feels rough tbh.",Creator,Pro,Research,Weekly
66,9,4,3,5,4,5,3,4,3,3,Chat quality feels inconsistent for productivity workflows. Model Picker is clunky; switching contexts kills momentum. Image Gen and Mobile App both lag behind what I need for daily work.,Better context switching without losing thread. Mobile app needs parity with desktop for serious work. Image generation should match the sophistication of other features at this tier.,"Voice Mode and Memory are stellar; they're why I'm NPS 9. Deep Research holds up for research tasks. But middle-tier features feel not ready. Pro at $200/mo should deliver polish across the board, not just the flagship stuff.",Professional,Pro,Productivity,Daily
67,5,2,4,4,5,5,4,5,1,3,"model picker is confusing and poorly organized. i hit message caps frequently on plus tier despite paying $20/mo, which kills my productivity workflow. mobile app feels clunky compared to web.",streamlined model selection interface; higher message limits or clearer tier breakdown so i know what i'm actually paying for.,"custom gpts and deep research are stellar, though the core experience has friction points. voice mode and chat quality are solid. the value proposition feels misaligned when premium features work great but basic navigation and quotas frustrate me regularly.",Professional,Plus,Productivity,Monthly
68,9,5,5,5,5,3,3,4,4,2,"Mobile app is damn near unusable for actual coding work. Voice mode cuts out randomly and the latency is brutal when you're trying to rubber-duck a problem. Image gen is pretty basic too, honestly wish it could handle technical diagrams better.",Better voice reliability and lower latency on mobile. Deep research access isn't deep enough on Plus tier; I hit paywalls constantly when I need to dig into API docs or niche library issues. Agent mode needs more control over tool selection.,Core chat and memory are rock solid for daily coding work. Custom GPTs saved me hours building my own code review assistant. Would be a 10 if mobile worked and voice was as snappy as desktop.,Professional,Plus,Coding,Daily
69,7,4,5,4,4,4,4,5,4,4,"the 3-minute Advanced daily cap is pretty restrictive when I'm deep into research mode. Deep Research itself is solid, but I hit the ceiling fast on free tier. Also, Memory sometimes misses context from earlier conversations, which breaks my workflow when I'm juggling multiple study sessions.","higher Advanced limits for free users, or at least a clearer upgrade path that doesn't feel like a paywall the moment I get productive. Custom GPTs are locked behind subscription; that's frustrating since I'd build quick study tools for specific subjects.","Chat quality and Deep Research are really stellar, those two features alone justify the app for productivity. Voice Mode and Image Gen work well too. NPS is 7 because the platform delivers on core tasks but the free tier constraints and Memory gaps keep it from being something I'd actively evangelize. it's my go-to for research and brainstorming, just wish the limits weren't so aggressive.",Student,Free,Productivity,Monthly
70,7,5,5,5,5,5,3,4,4,4,Image generation quality remains inconsistent and often requires multiple attempts to achieve professional-grade results suitable for business presentations. The inconsistency undermines its utility for our brainstorming workflows where visual mockups would accelerate ideation.,"Enhanced image generation with more granular control over style and composition would strengthen the platform significantly. Additionally, deeper integration between Custom GPTs and the Model Picker would streamline switching between specialized tools during collaborative brainstorming sessions.","The Team tier delivers substantial value through chat quality, memory functionality, and Custom GPTs, which have become essential for our weekly brainstorming cycles. Performance is reliable and professional-grade overall, though incremental improvements to image capabilities and research depth would justify continued investment.",Professional,Team,Brainstorming,Weekly
71,10,4,5,2,4,4,5,4,3,4,"Memory is basically useless for my workflow. I teach creative writing and need to reference student projects and past feedback threads, but it forgets context within a few exchanges. The Model Picker also feels clunky; switching between different models for different creative tasks should be smoother. Voice Mode works well though it occasionally misinterprets creative terminology.","Better persistent memory tied to specific classes or projects would transform this for educators. Right now I'm copying and pasting student work repeatedly. Also, more granular controls in Custom GPTs for shared team use; our department shares writing rubrics and feedback templates, but customization options are limited.","Team tier justifies itself through the no-training clause and workspace collaboration. Image generation and chat quality are stellar for creating lesson materials and brainstorming story concepts with students. However, memory gaps and the Model Picker friction hold it back from being perfect. I recommend it constantly to colleagues because the core product is strong; the features just need refinement in the areas that matter most to education use cases.",Educator,Team,Creative,Daily
72,9,3,4,4,3,3,5,4,4,4,Chat feels bloated for learning. Custom GPTs are clunky to build and voice mode lags when I'm taking notes during lectures. The overall experience doesn't match the Pro price.,Faster voice transcription for study sessions. Better custom GPT templates so I can spin up learning assistants without friction.,Image gen is stellar. Deep research saves hours on research papers. Would recommend to classmates but the core chat interface needs tightening for the cost.,Student,Pro,Learning,Weekly
73,4,5,3,5,5,4,4,3,1,3,"Model Picker is basically useless; I can't tell which model fits my creative project without trying each one. Chat quality feels inconsistent too, especially for brainstorming. The Free tier caps Advanced to 3 min daily, which kills workflow when I'm in the zone.",Better model descriptions so I know upfront which one handles creative tasks better. Sora access would transform my workflows; text-to-video is essential for creative work. More generous Advanced minutes on Free would help students like me.,"Memory and Custom GPTs are solid, though I can't build custom ones on Free tier. Voice Mode is good but occasionally misunderstands creative context. The mobile app needs better parity with web for serious creative work.",Student,Free,Creative,Daily
74,3,4,5,3,3,1,5,5,4,4,Voice Mode is nearly unusable for me; the quality and responsiveness fall far short of what I need for brainstorming sessions. Memory also feels unreliable when I'm working through iterative ideas week to week. Custom GPTs promise a lot but feel not ready compared to what I'd hoped when upgrading to Plus.,"Voice Mode needs a serious overhaul, especially latency and audio clarity. Better persistent memory across conversations would help me retain context for ongoing brainstorms. More granular control over custom GPT behavior without hitting the message cap so quickly on heavy research days.","The core chat and image generation are excellent; Deep Research access has really elevated my work. The NPS score reflects frustration with Voice Mode holding back what could otherwise be a strong Plus tier. At this price point, I expected Voice to be more polished.",Professional,Plus,Brainstorming,Weekly
75,4,4,4,5,4,1,4,4,5,4,"Voice Mode is basically unusable on the free tier. The 3-minute Advanced daily cap kills any real workflow, and the voice quality itself feels stilted. For creative work, I need fluid back-and-forth brainstorming, not fragmented sessions.",Bump up voice minutes or unlock the model for voice on free. Let me save custom GPTs even without paid tier; hobbyists iterate on prompts too. Deep Research feels gated unnecessarily.,Model Picker and Memory are solid features. Image Gen handles creative requests well. But free-to-paid friction is real. I use this monthly for ideation; the paywall placement discourages upgrading since voice is broken anyway.,Hobbyist,Free,Creative,Monthly
76,7,2,5,2,5,3,4,5,4,4,"Memory barely works; loses context constantly. Also stuck on free tier without custom GPTs or deep research access, which limits creative projects.",Better memory retention so conversations build naturally. Voice mode needs smoother interruption handling for teaching scenarios.,Chat quality and image gen are solid for classroom creativity work. Deep research rating reflects what I'd use if I could access it; worth the upgrade eventually.,Educator,Free,Creative,Weekly
77,7,5,5,4,4,5,5,3,5,4,deep research feels kinda limited and sometimes doesn't dig deep enough for complex coding problems. also the free tier message caps get annoying when i'm iterating on code; i think it'd be nice to have more daily requests without paying.,maybe better integration between the model picker and voice mode so i can switch models mid-conversation more seamlessly. also custom gpts creation on the free tier would be handy for my specific coding workflows.,"the chat quality and voice mode are solid for my occasional coding work. model picker is really helpful when i need to switch between ChatGPT and gpt for different tasks. memory works well enough but sometimes forgets context across sessions, which is kinda frustrating.",Professional,Free,Coding,Monthly
78,5,4,5,4,3,1,5,1,5,1,"Voice Mode is unusable for our support team; it cuts out constantly and can't handle real customer calls. Deep Research also misses the mark, takes forever and pulls irrelevant sources. Mobile app is basically non-functional for our daily workflow.",Reliable Voice Mode that actually works for customer interactions. Better Deep Research results or just remove it if it can't scale. Mobile app needs a complete rebuild so we can handle support tickets on the go.,"Chat and Image Gen are solid. Model Picker is great for switching between tools quickly. But the 1/5 features drag down the whole experience, especially when we're paying Enterprise pricing and can't use half the toolkit.",Professional,Enterprise,Customer-support,Daily
79,5,4,5,5,4,3,5,4,3,5,Voice Mode feels clunky compared to chat quality; the 3-minute Advanced limit on Free tier frustrates weekly writers who need deeper research. Model Picker lacks clear guidance on which model suits specific writing tasks.,"Longer Advanced access windows for Free users, especially for writing projects. Better voice responsiveness and a streamlined model recommendation system that explains strengths per use case.","Chat and image generation excel for my writing workflow. However, the restrictions feel arbitrary when other features work so well; deep research cap particularly limits iteration on longer pieces. Mobile app compensates somewhat, though premium features remain gated.",Professional,Free,Writing,Weekly
80,9,4,4,3,2,3,3,3,2,1,mobile app is basically unusable. memory keeps forgetting context mid-conversation. model picker doesn't surface the right tool for writing tasks. custom gpts feel not ready for what i'm paying.,"fix memory to actually retain multi-turn context. better model recommendations so i'm not manually switching between different models. mobile needs serious work, currently just broken.","worth the $20 for chat quality and voice mode, but you're leaving money on the table with half-implemented features. recommend it anyway because the core writing assistance lands, just wish the supporting tools didn't lag.",Professional,Plus,Writing,Monthly
81,6,4,4,4,3,4,2,5,2,4,"Image generation is basically unusable; the quality is inconsistent and nowhere near what competitors ship. Model Picker feels like a band-aid solution when what I need is smarter routing based on task type. The free tier caps Advanced to 3 minutes daily, which kills productivity workflows that need sustained reasoning on complex problems.",Better image synthesis engine or integration with a solid external provider. Task-specific model recommendations built into the chat interface so I'm not manually switching between different models every five minutes. Deeper research features should be less restricted on free tier since that's really the strongest part of the product.,"Deep Research is exceptional and keeps me around at NPS 6 instead of lower. Voice Mode works fine but feels like table stakes now. The core chat quality is solid for productivity, but the artificial constraints on free users and weak image gen drag down the experience. I'm not converting to paid until the value justifies it.",Creator,Free,Productivity,Rarely
82,3,1,3,5,4,2,4,3,3,4,"Voice mode cuts out after 3 minutes. For productivity tasks like brainstorming, that's frustrating. Also model picker feels clunky; hard to know which one to pick.","Unlimited voice on free tier, or at least 10 minutes daily.",Memory feature works great. Image gen solid too. Just feels like free tier is too limited for daily use.,Hobbyist,Free,Productivity,Daily
83,4,4,3,4,2,5,4,4,4,3,"Custom GPTs feel not ready for the price point. The builder is clunky, and I hit my message limits on heavy brainstorming days despite the Plus tier bump.",Better rate limits for Plus subscribers and a more intuitive GPT creation interface. Mobile app needs feature parity with desktop.,"Voice Mode is excellent and keeps me subscribed. Chat quality and research depth are solid, but Custom GPTs lag behind expectations for a $20 monthly plan.",Professional,Plus,Brainstorming,Weekly
84,10,5,5,4,4,4,4,2,2,3,Deep Research is damn near useless for my support workflows. Model Picker's a mess too; I shouldn't have to hunt for the right model when I'm triaging customer issues. Mobile app feels not ready. And Memory at 4/5 only because it sometimes forgets context mid-conversation.,"Fix Deep Research. Make it actually useful for pulling customer data fast. Better model routing so I'm not manually switching between different models, whatever, just pick the job and let it work.",NPS 10 because the core chat and voice are rock solid for handling support tickets. Everything else feels like it's one update away from being great but isn't there yet. Worth the $200 for what works.,Developer,Pro,Customer-support,Weekly
85,2,2,5,2,4,4,1,5,3,4,"Image generation is basically unusable for my research workflows; the quality is just not there compared to other tools. Also, memory feels inconsistent when I'm doing deep dives on research projects, so I end up repeating context a lot. The free tier caps on Advanced mode are pretty limiting when I'm trying to do serious research work daily.","Better image gen would be huge, tbh. And honestly, if memory could actually retain project context across sessions without losing details, that'd change how I use this for research. Even just bumping up the daily Advanced minutes on free would help.","Chat quality and deep research are really stellar, which is why I stick around. Voice mode works great too when I need it. But the free tier feels kinda restrictive for someone doing daily research, and some core features like image gen and memory management feel not ready. NPS is low because I'm frustrated, not because the foundation isn't solid.",Creator,Free,Research,Daily
86,7,1,3,4,1,5,5,3,1,5,"Custom GPTs feel not ready for a Pro subscriber. Model Picker is confusing and doesn't actually help me choose; I just want the best model for my writing task without clicking through menus. Deep Research sometimes loops or misses the mark. These tools feel underdeveloped compared to Voice Mode and Image Gen, which absolutely SHINE.",Better Custom GPT interface with actual templates for writers. A smarter Model Picker that recommends based on task type instead of making me guess. More reliable Deep Research that doesn't require me to fact-check everything afterward.,"Voice Mode and mobile are fantastic! For writing workflows, those two alone keep me subscribed. But the core offering feels scattered. At $200/mo, I expect tighter integration across features. The gap between what works (Voice, Image Gen) and what doesn't (Custom GPTs, Model Picker) is frustrating.",Professional,Pro,Writing,Monthly
87,9,5,1,4,2,4,4,4,3,5,"chat quality is a real weak spot for me. responses feel inconsistent and sometimes miss the mark on nuance, which kills productivity when i need sharp answers fast. custom gpts also feels not ready; the builder is clunky and outputs aren't reliable enough for daily workflows.",better chat consistency would be HUGE. also need smarter memory that actually learns my preferences instead of forgetting context. model picker could use clearer performance metrics so i'm not guessing which one to use.,"mobile app is fantastic, voice mode slaps, and deep research saves me hours! paying for pro is worth it mostly because of those features. the foundation is solid but chat quality really needs work to justify the $200/mo for productivity pros like me!",Professional,Pro,Productivity,Daily
88,3,4,2,5,3,5,4,4,4,5,"Chat quality is damn inconsistent. Sometimes responses are helpful for studying, other times they're vague or repetitive. Hits my message cap way too fast on Plus, especially when I'm deep in research mode. Custom GPTs feel not ready; limited customization compared to what I expected.",Better conversation coherence. The model needs to remember context better across longer learning sessions. Also need higher message limits for the price; $20/mo shouldn't throttle me mid-study.,"Voice mode and mobile app are solid, memory function saves my life for studying. But the core chat feels unreliable when it matters most. NPS is low because I'm close to switching if the chat quality doesn't improve.",Student,Plus,Learning,Daily
89,6,5,2,5,5,2,5,3,2,4,"chat quality feels kinda inconsistent sometimes, especially for brainstorming where I need reliable creative back-and-forth. voice mode is pretty clunky too; sounds off and doesn't flow naturally. model picker is confusing, I think I'm not always using the right one.","better voice that actually sounds human; maybe let free users get more than 3 min of advanced features daily since brainstorming needs deeper sessions. custom gpts would be amazing to unlock, even basic ones.","image gen and memory are solid, image gen especially helpful. overall the free tier feels limiting for daily brainstorming work; I'm considering paying but the chat quality issues make me hesitant.",Creator,Free,Brainstorming,Daily
90,6,3,4,4,5,2,4,3,4,4,voice mode feels clunky and unreliable for my creative brainstorming sessions. the 3-minute daily limit on advanced features is frustrating when i'm trying to develop ideas iteratively. deep research also seems surface-level compared to what i need for substantive project work.,"better voice interaction that feels natural and doesn't cut off mid-thought. the ability to create and save custom GPTs would unlock real workflow efficiency for my creative projects, even on the free tier.","the core chat and image generation work well for conceptual work, but the feature fragmentation around voice and research limits how much i can rely on this tool weekly. consider letting free users access basic custom GPT creation or extending voice limits beyond the artificial ceiling.",Professional,Free,Creative,Weekly
91,10,4,3,4,4,4,5,5,3,4,"Chat quality feels inconsistent; sometimes ChatGPT hallucinates details when I'm researching niche topics. Model Picker is clunky, switching between ChatGPT 3.5 Sonnet and Opus shouldn't require three clicks. Hit my message caps mid-workflow on heavy research days.",More granular control over Deep Research parameters. Let me specify which sources to prioritize or exclude. Better context persistence across model switches so I don't lose my research thread when comparing outputs.,"Image Gen and Deep Research are legitimately excellent for learning workflows. The custom GPTs I've built for research scaffolding save hours. Would easily recommend Plus to creators, but the inconsistent chat responses and UI friction keep it from being perfect.",Creator,Plus,Learning,Monthly
92,8,4,2,3,5,4,4,5,5,4,"Chat quality feels inconsistent, tbh. Sometimes responses are spot-on for research, but other times they're kinda vague or miss the nuance I need. Memory function is hit-or-miss too; it doesn't always retain context across sessions the way I'd want for ongoing projects.","Better chat consistency would be huge, especially since I use this for research weekly. Also, the 3-minute Advanced limit on free tier is restrictive when you're deep in a research session and need to switch models or modes mid-task.","The deep research, model picker, and custom GPTs features are really stellar; those alone keep me coming back. Voice mode and image gen work well enough. Just wish the core chat felt as reliable as the specialized tools. I'd probably upgrade if chat quality matched the rest of the platform.",Professional,Free,Research,Weekly
93,2,1,4,4,4,3,3,3,4,4,"The overall experience feels disconnected from what we need as a team doing daily brainstorming work. Chat quality is solid, but the session management across our workspace is frustrating. We lose context between conversations more often than we should, and switching between team members' chats creates friction. Voice Mode works but feels clunky for rapid ideation sessions; the latency makes it awkward when we're bouncing ideas back and forth. Image Gen and Deep Research both feel not ready compared to what we're paying for at this tier.",Better brainstorming-specific features. A shared whiteboard or canvas mode where multiple team members can iterate on ideas simultaneously would transform this. Session persistence across the workspace; we shouldn't have to manually copy context when handing off between team members. Faster Voice Mode response times would help us use it more naturally during meetings.,"The Model Picker and Memory features are working well for us, and the Mobile App keeps us productive. However, at the Team tier price point, the brainstorming workflows feel undercooked. We're not seeing enough collaboration tools to justify the cost versus staying on Plus individually.",Professional,Team,Brainstorming,Daily
94,9,5,4,3,2,3,4,3,5,4,"The memory feature feels inconsistent. It sometimes retains context from previous conversations and sometimes doesn't, which disrupts my learning workflow. Additionally, I cannot create custom GPTs on the free tier, which limits my ability to build tailored learning tools.","Better memory persistence would be valuable. More Advanced Voice minutes per day would also help, as three minutes is quite restrictive for learning purposes.",The model picker is excellent and makes it easy to select the right tool for each task. Image generation works well for creating learning materials. I would recommend this to others despite the free tier limitations.,Creator,Free,Learning,Weekly
95,9,3,5,3,3,4,5,4,5,5,"Memory persistence is inconsistent for brainstorming sessions. I'll reference context from previous conversations and ChatGPT either forgets entire threads or misremembers key details. Custom GPTs feel underutilized in my workflow; they don't integrate smoothly with deep research or voice mode, limiting their utility for iterative ideation.","Persistent, cross-session memory that actually works with the model mode would unlock better brainstorming continuity. Also need seamless handoff between voice capture and deep research so I can think aloud, then dive into structured investigation without rebuilding context.","Chat quality and image generation are exceptional; the model picker lets me route tasks intelligently between different models depending on whether I need speed or depth. Voice mode shines for quick ideation loops. At this price point, the memory gaps and Custom GPT friction feel like missed opportunities for a Pro subscriber doing weekly brainstorming work.",Professional,Pro,Brainstorming,Weekly
96,9,3,2,2,4,2,4,3,4,4,"chat quality and memory are kinda frustrating for weekly workflows, tbh. conversations don't retain context well so i'm constantly re-explaining context. voice mode feels clunky too.","better session memory that actually sticks across chats, especially for productivity use cases where continuity matters.","custom gpts and model picker are solid, image gen is surprisingly good. nps is high because the core value is there, but these specific gaps keep it from feeling seamless for enterprise work.",Professional,Enterprise,Productivity,Weekly
97,9,4,4,5,3,4,5,3,4,3,"The mobile app feels clunky compared to the web version, and Deep Research is just too limited on the free tier to be useful for brainstorming sessions where I need real depth. Voice Mode cuts off after 3 minutes, which kills the flow when I'm in a brainstorming groove!","Longer voice sessions would be AMAZING, even just 10 minutes daily. Also, better integration between Memory and brainstorming tools so I can pull from past ideas more seamlessly.",Memory feature is absolutely stellar! Image Gen too. The model picker lets me dial in exactly what I need for different brainstorming angles. Strong product that's really useful daily; definitely recommend it to colleagues. Just needs those free tier restrictions loosened slightly.,Professional,Free,Brainstorming,Daily
98,8,4,5,4,2,5,4,5,5,2,Custom GPTs feel not ready. Mobile app lags badly; defeats the point of learning on the go. Message caps still bite on research-heavy weeks.,"Stable mobile experience. Better GPT builder, templates, easier logic chains. Offline mode for research notes.",Voice and deep research carry the Plus tier. Chat quality is solid for learning. Custom GPTs need work before they're worth the hype.,Developer,Plus,Learning,Weekly
99,4,4,3,3,4,4,4,2,1,4,"Deep Research is basically broken for my workflow. Hits paywalls, misses sources, takes forever. Model Picker is useless; it's buried and doesn't actually let me compare outputs before switching. Message caps still kill me on heavy research days even with Plus.","Deep Research needs real teeth. Actually pull paywalled content, citation validation, faster processing. Model Picker should be front-and-center with side-by-side output preview before I commit.",Custom GPTs and Voice are solid. Mobile app works. But at $20/mo I shouldn't be grinding through broken research tools. The pricing doesn't justify the gaps.,Professional,Plus,Research,Monthly
100,9,5,5,5,3,3,5,5,5,4,voice mode feels kinda limited and clunky compared to the chat interface. custom gpts are nice but i think the free tier restrictions make them less useful for my workflow.,better voice mode responsiveness would help. maybe more flexibility with writing tools or templates since that's mostly what i use it for.,"the image generation and deep research features punch way above what i'd expect from a free plan. i recommend it to people all the time, though i think some of the paywalls make sense.",Professional,Free,Writing,Weekly
101,10,4,4,5,3,5,4,4,3,3,Custom GPTs feel not ready. Model Picker is clunky and Mobile App lags behind desktop. Damn frustrating when I'm learning on the go.,Better GPT organization and easier model switching. Mobile needs parity with desktop.,Voice Mode and Memory are stellar; they make daily learning smooth. Worth the $200/mo but those three weak spots hold it back from perfect.,Professional,Pro,Learning,Daily
102,6,3,3,5,5,4,5,1,5,4,"Deep Research feels incomplete and underdeveloped; it struggles to synthesize information effectively, which limits my creative projects that require robust fact-checking. The 3-minute daily Advanced limit is restrictive for weekly creators like me who need sustained access. Custom GPTs and agent mode being locked behind paid tiers is frustrating when the free tier otherwise offers decent tools.","Expand Deep Research functionality with better source integration and clearer citations. Increase the daily Advanced time allowance for free users, even incrementally. Unlock basic custom GPT creation on free tier to match the creative use case.","Memory and Image Gen are standouts; they really support creative workflows. Voice Mode performs well too. However, the paywall strategy feels misaligned with casual weekly users; the tier structure punishes exploration. If Deep Research improved significantly, I'd reconsider upgrading, though the current offering doesn't justify the cost.",Creator,Free,Creative,Weekly
103,8,3,5,5,3,3,5,1,5,5,"Deep Research is nearly unusable on the free tier; it's so restricted that I can't rely on it for lesson prep. Voice Mode caps are tight too, though the quality itself is solid.","Lift the Advanced voice limits or offer a mid-tier subscription. For creative work, longer voice sessions would help brainstorm lesson activities without constant resets.","Chat and image generation work great for my classroom materials. Memory retention is excellent. However, the feature paywall feels steep; Custom GPTs are locked behind paid plans, which limits what I could build for students.",Educator,Free,Creative,Weekly
104,1,2,5,4,4,2,4,5,4,5,"Voice Mode is practically unusable on the free tier. Three minutes per day is an arbitrary restriction that breaks my workflow when I'm doing research and need to dictate notes or clarify follow-up questions. The voice quality itself feels stilted, and the latency makes it feel like talking to a delay-prone system. For a student doing daily research, this feature should not be artificially capped.","Remove or significantly increase the Advanced Voice daily limit. Students rely on voice input for accessibility and efficiency during long research sessions. Additionally, Deep Research needs better integration with the free tier so I can actually cite sources properly without hitting paywalls.","The chat quality and Deep Research capabilities are excellent, which is why I use this daily despite the frustration. The mobile app works seamlessly. However, the pricing model punishes regular student users by locking voice behind aggressive limits. If voice were unrestricted or the cap were reasonable, this product would be essential for academic work.",Student,Free,Research,Daily
105,7,4,3,3,5,4,2,4,5,4,"Chat quality is hit or miss, especially for coding tasks. Sometimes responses are solid, other times they miss the mark or need heavy editing. Image generation is pretty rough, outputs look amateurish. Memory doesn't reliably retain context across sessions either, which is damn frustrating when you're working on something over multiple days.","Bump up the Advanced mode time limit on free tier. Three minutes doesn't cut it for debugging or exploring complex code problems. Also, let us actually use custom GPTs without paying; right now that feature feels locked behind a paywall even though it's rated well. Better image gen would help too.","It's a solid tool for my daily coding work, not gonna lie. Model picker is excellent, voice mode works well enough. But the free tier caps and mediocre chat consistency keep it from being something I'd actively push others toward. NPS of 7 feels right, useful, but nothing revolutionary.",Professional,Free,Coding,Daily
106,8,2,5,4,5,4,4,3,2,5,"Model Picker is basically useless. I hit my message caps constantly on heavy writing days, so being able to switch models doesn't help when I'm already maxed out. Deep Research feels not ready too; limited access on Plus tier means I can't actually do the deep dives I need for research-heavy writing projects.","Bump up message limits or let Plus users pick which features eat into the cap. Agent mode should be less gimped. And for writing specifically, better integration with actual document workflows instead of just chat.","Chat quality and custom GPTs are damn solid, mobile app works great. But the tier feels neutered when you hit caps daily and can't access the tools that'd actually make the subscription worth it. NPS is 8 because it works, but it's frustrating as hell.",Professional,Plus,Writing,Daily
107,8,5,2,3,5,5,5,4,4,4,"Chat quality feels inconsistent, especially when handling customer-support edge cases. Responses sometimes miss context or require heavy reprompting. Memory is also hit-or-miss; I'll reference prior conversations and get blank stares. On the free tier, I'm capped at 3 min Advanced daily, which is tight when drafting detailed support scripts.","Better context retention across sessions without burning through my message limit. For customer-support workflows, a dedicated template system or quick-reply library would save time. Also, lifting the Advanced time gate on free accounts, even modestly, would let me test deeper research features without upgrading.","Voice Mode and Image Gen are solid, and I really value Custom GPTs for building support agent personas. Model Picker gives me fine-grained control over response style. Weekly usage works fine for my workflow, but the free tier feels restrictive when I need to iterate fast. If chat quality improved and memory stayed sticky, I'd be much closer to promoting this.",Student,Free,Customer-support,Weekly
108,9,4,2,2,3,3,2,4,4,3,"Chat quality feels inconsistent, especially for coding help. Memory doesn't stick between sessions, so I'm constantly re-explaining context. Image generation is pretty rough too.","Better context retention would be HUGE for coding workflows. Also, the 3-minute Advanced limit on Free tier is tight when debugging complex problems.","Deep Research and Model Picker are fantastic! Solid tools for what I need. I recommend this all the time because the foundation is strong, but those weak spots hold it back from being truly great for my work.",Professional,Free,Coding,Monthly
